sequence,unit_id,corpus,model,protocol,seed,outer_fold,n_outer_folds,n_fit,n_validation,n_outer_test,manifest_sha256,cache_sha256,outer_fold_sha256,inner_split_path,inner_split_sha256
1504,cremad__fno__loso__s1__f065,cremad,fno,loso,1,65,91,5482,1878,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,bdebc64ebcc0c8ee0b1778f36e160393ddf2ce994eff4d935b996a3fcd3f132d,splits/inner/cremad/loso/fold_065_seed_1.npz,e368d320f6c798a8f2efcc2c1721b5da3b05b7e1e1e42d34c620497be885667c
1505,cremad__fno__loso__s1__f066,cremad,fno,loso,1,66,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,47d3f27cf710ad8ccd9cafeb1042648e4f26209471ab3b7877d0a0561d63830c,splits/inner/cremad/loso/fold_066_seed_1.npz,8680fd4d2f99507e0705829d3765552a53d36773537c278da235d312d5fe9437
1506,cremad__fno__loso__s1__f067,cremad,fno,loso,1,67,91,5493,1867,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,f0be0cee1af0f7dfee194f002163c33f0129876e8a4df69ee3c6dbed44fc65bb,splits/inner/cremad/loso/fold_067_seed_1.npz,56e7708b59d158a514c8f45c7ab6149ff542e0e5d830955fb71643192256cd91
1507,cremad__fno__loso__s1__f068,cremad,fno,loso,1,68,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a5c1b276808833e9a14334765783df1c8a86959979073d5155fd97b39de72081,splits/inner/cremad/loso/fold_068_seed_1.npz,d5c8061365433b2b41fe8c3e6a70314de9873e967db298e405ad4d24691de9d3
1508,cremad__fno__loso__s1__f069,cremad,fno,loso,1,69,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,6350f72e7cb52bd1ec1c9651c32a80f822ac74d358ceec4d075fd4b3b5bac834,splits/inner/cremad/loso/fold_069_seed_1.npz,e7a4c5a1650026291cf7f08205bf52045b5739d242d991bf020a0437b2c881d2
1509,cremad__fno__loso__s1__f070,cremad,fno,loso,1,70,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,1b6218a815491dda57840134641451434dd9099591dde0ac745bf8b6b8c04c9e,splits/inner/cremad/loso/fold_070_seed_1.npz,8b75780b7e46981f2f7283b13d192184b721ad308fc8df1e99c60672bbf3be7f
1510,cremad__fno__loso__s1__f071,cremad,fno,loso,1,71,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,e00a948a08e86bbdde98d77c27016f3d2dfed1135b28a7d289ec676ad472bbb4,splits/inner/cremad/loso/fold_071_seed_1.npz,a4dea9af708530e62dfd9661f3e43b27f42c2fed63a3ac2805c55171dd9275db
1511,cremad__fno__loso__s1__f072,cremad,fno,loso,1,72,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,ba9b6ff1ea3a598d3397c7909d6196d349da889e0af9d5b07046eb93ebfc51c3,splits/inner/cremad/loso/fold_072_seed_1.npz,cdf0bf7e60f1c1d6bb85906561d3fe4cede467fc70e222aac5cb2054fbbe1eee
1512,cremad__fno__loso__s1__f073,cremad,fno,loso,1,73,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,5ca2bc5dc99b909c4c95ae5fab0f90943522ad89be2d0c54aac259a04d2a3e22,splits/inner/cremad/loso/fold_073_seed_1.npz,3aa157aaef9f7b75522ea666cb4bf77a06738bacd18552402cdace832a847332
1513,cremad__fno__loso__s1__f074,cremad,fno,loso,1,74,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,780eff354232a4d333ee44a52fd12178dc4bce5ba1b869859e986b86bd8235ef,splits/inner/cremad/loso/fold_074_seed_1.npz,a22ca837fbfa8e1e777bd9ee14b561758785f825d4d75c3c326aad9b2e5650ed
1514,cremad__fno__loso__s1__f075,cremad,fno,loso,1,75,91,5487,1874,81,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,5cf530a602e5b9da69c4b06660a9ee0416ab0c3f52a05430b53b27ae9d33be31,splits/inner/cremad/loso/fold_075_seed_1.npz,a3cafa5fda82ce8b1a71f30e646a4298f1021d26765f7501fe68f81b41da2d88
1515,cremad__fno__loso__s1__f076,cremad,fno,loso,1,76,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,dc5f5c9ed308d63f97301eeeaaefcaae22ea769d5646f7485d614160b57d9fc7,splits/inner/cremad/loso/fold_076_seed_1.npz,34f10a949aef795e6788c017036ec439b05df3db2569c1b5f7401e885c3b5b24
1516,cremad__fno__loso__s1__f077,cremad,fno,loso,1,77,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,bf0275c6fb27d640a501ebd0764737ccf14dbab60c80d17a9a026e47f6eb1711,splits/inner/cremad/loso/fold_077_seed_1.npz,5a12136f51b5edd34cf12e6d0babd8cfaa1ca301e340fca433f0645a97c50f7d
1517,cremad__fno__loso__s1__f078,cremad,fno,loso,1,78,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,c9ebdf24606d4b8fe6e587bedde46bcba6763a6a91f840d77c8b50f74846910f,splits/inner/cremad/loso/fold_078_seed_1.npz,92bfedc58eaa6c6c93313999923430d5854ad48cfaf558579b8ae47ed4649a9f
1518,cremad__fno__loso__s1__f079,cremad,fno,loso,1,79,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b0b16a5cba8034df0d30fd419f974afcd32c339debbdbdff1583003940a5ca61,splits/inner/cremad/loso/fold_079_seed_1.npz,01e1abd84b84cfcabd37c400cbf22b2391d016b2403b1f2fd30e6f9b0a94dd6b
1519,cremad__fno__loso__s1__f080,cremad,fno,loso,1,80,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,f69686a3f947d3702f517275580df8179f7d132a5ad5dcf7a2a28c54c342fb9d,splits/inner/cremad/loso/fold_080_seed_1.npz,fba8b481c5b6d882ee21f55c85766cdd03e20c626dfc4bcfcd6659a847b78ef6
1520,cremad__fno__loso__s1__f081,cremad,fno,loso,1,81,91,5493,1867,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,76ad0e4de6a36f8213881821f99884acedf5a407eb3d245af26d2da35363e018,splits/inner/cremad/loso/fold_081_seed_1.npz,7e3fa049166bba4e9b069ce464b1bfdeb45a92458768dae2fef09160de3224d1
1521,cremad__fno__loso__s1__f082,cremad,fno,loso,1,82,91,5476,1884,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,2675b60e38166851f71ee4fa0dd06e96800206e6f50b9bfd468eebfed2570199,splits/inner/cremad/loso/fold_082_seed_1.npz,e214521cef0ccbb6b26dc8bf3734ba08c2e4422c2c190e30be9051d4cd56bda6
1522,cremad__fno__loso__s1__f083,cremad,fno,loso,1,83,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b08fda45c428a43dd456604c95da19a3fed664b83379fd66d89036893bddfd25,splits/inner/cremad/loso/fold_083_seed_1.npz,b152ef5eefb8bbfd3349965fa395789878fe9318b97d7800dd48103bbce48d2b
1523,cremad__fno__loso__s1__f084,cremad,fno,loso,1,84,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,fbc4110475f2ff30f7e227fe8ef52f2ade4f4d0fe9bbe705929e78f291f1c4e2,splits/inner/cremad/loso/fold_084_seed_1.npz,686f2f8d319d05bf15f738fa954ce4ed08fd35a6e88dfba213ca1dd45e7c15bd
1524,cremad__fno__loso__s1__f085,cremad,fno,loso,1,85,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,dee9e914bdc10c3ab032b6b1c54fe232ca01602b5ab9df04f42be415a5d3d38d,splits/inner/cremad/loso/fold_085_seed_1.npz,f2471f60ceb348321d835e58efa4e190813a21441709d4f42a64c707a1ab2107
1525,cremad__fno__loso__s1__f086,cremad,fno,loso,1,86,91,5492,1868,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,67299a142b61eaae77b965a0e64dbf6fdbc85567d7c161031fec180e7fbc5786,splits/inner/cremad/loso/fold_086_seed_1.npz,fa4ced3a13f8ef9e407161c38ba7e643a360dcf39e55c9100db7065aa21b7341
1526,cremad__fno__loso__s1__f087,cremad,fno,loso,1,87,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,c7d655ceefba80978f6d4ad0e3f594adc547e538a8736f9526b03d8f6e5669fd,splits/inner/cremad/loso/fold_087_seed_1.npz,227c8b28a70763f70097da64410c33356f5e7807c006326ab7d1af61d6e5666b
1527,cremad__fno__loso__s1__f088,cremad,fno,loso,1,88,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,1ef109b27766911e3f24febf40ec71a9fd66a82ac9844e794f2e1d4ec193210f,splits/inner/cremad/loso/fold_088_seed_1.npz,a5ddafedfca5bd59fbe17448eee5cce59b8a3b9ad529bd6aebd589e7f84a9089
1528,cremad__fno__loso__s1__f089,cremad,fno,loso,1,89,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,d321639617d9d051c7a392faf37992cbc883a68ff407146a9f421cfe4dc98280,splits/inner/cremad/loso/fold_089_seed_1.npz,8a9d0929993a3ff9540adb393590f2e741826221f68b9b78eeab3e1f1857da8d
1529,cremad__fno__loso__s1__f090,cremad,fno,loso,1,90,91,5476,1884,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,67a6365dc0efd998ff9261fc7e9a8587293f46b6b1ff16c0d2574766ac2f0a1d,splits/inner/cremad/loso/fold_090_seed_1.npz,53f64015a736a81ebad2ab15e6e6a5a42f89ee8460422faf31b87da9cc75837d
1530,cremad__fno__loso__s2__f000,cremad,fno,loso,2,0,91,5476,1884,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,3d72e3048dfa839c2218fbb2406ec759a63074962d6cb249b0f0ed8d5877993d,splits/inner/cremad/loso/fold_000_seed_2.npz,e88594811c0be7809ee891454a0ab8b15d383e8b1b2a9ae177109fdf4a5ca4ac
1531,cremad__fno__loso__s2__f001,cremad,fno,loso,2,1,91,5482,1879,81,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,f0a844c4f1fc0fb23b49d0b7c213c51e690c8f0d013b4808454e858e7f6520ec,splits/inner/cremad/loso/fold_001_seed_2.npz,a01e66d2ee2afa3c70d87ab81a34f4a9f1c6977be1432804c85d14873daed928
1532,cremad__fno__loso__s2__f002,cremad,fno,loso,2,2,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,891bcab81e2165102dfff1ec91425d0c3987a4620159035fdb982a7a3d09036d,splits/inner/cremad/loso/fold_002_seed_2.npz,cbd9202964bd036ab57a9ee777d6994b547f04e4e6e88a046d0aaf1b55264f76
1533,cremad__fno__loso__s2__f003,cremad,fno,loso,2,3,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,8d2ab63dbf182453a7ca962ad8690ae4b7416fbbbda53cd1e3c3431cf9e624ed,splits/inner/cremad/loso/fold_003_seed_2.npz,34b29ea7e8eaa96c5300ea9e602735b6903b4a6c7f28fc5a57e95cef17f70a5c
1534,cremad__fno__loso__s2__f004,cremad,fno,loso,2,4,91,5487,1873,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a45961c1d30470a2758184d8b85cff28cb722b3bc8d2a8f4d63629d240a353e2,splits/inner/cremad/loso/fold_004_seed_2.npz,eec8512e095caaede9dfa98ad1fec1d4f1be5363118fff2067b01bc7771d8a69
1535,cremad__fno__loso__s2__f005,cremad,fno,loso,2,5,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,88fdabc99d642390e99b57fd3afd33f5f72ce105d8183238824b7fd96860e4c9,splits/inner/cremad/loso/fold_005_seed_2.npz,b9aafe833b58a57939d687461efd66fa708936ec8163e5c32ea4323d4a268114
1536,cremad__fno__loso__s2__f006,cremad,fno,loso,2,6,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,fd7be3a337ea9412a2e2fff46e25dbe08dbad173512e31e8d5488b36e6b42209,splits/inner/cremad/loso/fold_006_seed_2.npz,8f225eda5cb991cd9f9983ba80654cfa20045685c309a1bd0fce9c2b08fb8d84
1537,cremad__fno__loso__s2__f007,cremad,fno,loso,2,7,91,5480,1886,76,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a2ca9686f6c97a915d515116945ff94f46ca3ea152f1346426caf54477d36a9f,splits/inner/cremad/loso/fold_007_seed_2.npz,aa7ff1e45c6ab97578c3308d87227821b15b3b25dff86c0eaa6e02ed4651df12
1538,cremad__fno__loso__s2__f008,cremad,fno,loso,2,8,91,5481,1885,76,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,8b228f1fef86c752615f41bf8940a583985de6138027cae830acf5f05e2d56a4,splits/inner/cremad/loso/fold_008_seed_2.npz,e32c192f76c32cb71b7882b5cc797d250b415d487703a7fd7f13e834007641ab
1539,cremad__fno__loso__s2__f009,cremad,fno,loso,2,9,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,979f23581f6b4ac6fab014da9bc0117e659d628cefffbbb57016023bf2a26b5e,splits/inner/cremad/loso/fold_009_seed_2.npz,79f4fbf41bab3aa6cbb2817aa9074997201b4b4de74b467d0f9d1dff39afafbb
1540,cremad__fno__loso__s2__f010,cremad,fno,loso,2,10,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,88ee3b4449ebcb1425f5e708e2df6fde58472eb218dc237966ed7cd29491051c,splits/inner/cremad/loso/fold_010_seed_2.npz,460286dcb1d5f35b81c3ff88c1ce3b7b524516254aadd3324b0fe9a8c6cb64b2
1541,cremad__fno__loso__s2__f011,cremad,fno,loso,2,11,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,e4d168d6243c1fd5eb8b840fdee76f8fd3f31c7d72cb1198070a7c766dda6598,splits/inner/cremad/loso/fold_011_seed_2.npz,78c9ef5d3cae26d3f0fc9e2fe1e5a44ff45b0e6416367fa52b4f0df875906bed
1542,cremad__fno__loso__s2__f012,cremad,fno,loso,2,12,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,17c0c33dcf1cdf39055ff9445408793da327651fdcf3d7b5e29a7b3fec3067c9,splits/inner/cremad/loso/fold_012_seed_2.npz,2181bf2dd65fb0c0352cc54b148d56a51aa839f3fcebf030cb3bf06d3e0e15ee
1543,cremad__fno__loso__s2__f013,cremad,fno,loso,2,13,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,433ee2bbd1e7e7a8a9b1b04c5f97f72d58cf45c0e9e98e8655db8d1e8d39eb9e,splits/inner/cremad/loso/fold_013_seed_2.npz,25ddc0c7859f12ff5c96e520e8664f031ce3a207621850a9e7216d4e5934c423
1544,cremad__fno__loso__s2__f014,cremad,fno,loso,2,14,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b4f14d9f323027a8d173d0c60c58855999aeac8ef364d726c18be229e1e00f37,splits/inner/cremad/loso/fold_014_seed_2.npz,8518a7a671870b4b8ea48d4956ea77107bfd86bf4178165ea68be52b5baac9fa
1545,cremad__fno__loso__s2__f015,cremad,fno,loso,2,15,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,40205966f520c2247d83cdc7e6be9e94482b05366011a5d1eb7573806567e820,splits/inner/cremad/loso/fold_015_seed_2.npz,d7a49e865c0db4f98abc34d60fa854c0c9580c21788e702a6ed1650764872f62
1546,cremad__fno__loso__s2__f016,cremad,fno,loso,2,16,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,88013497016a429eaa290ecc9840f121d2bb34ee9bcfed67ce6924641bde2cec,splits/inner/cremad/loso/fold_016_seed_2.npz,65bf5c264ef04a3af11b9febb95b20d02fa4603bb92385a3e11ea62e1f5e7787
1547,cremad__fno__loso__s2__f017,cremad,fno,loso,2,17,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,a0ea00e6861a1d1827d772531490e45ad7136f74def66faa7b71bcf05d32f382,splits/inner/cremad/loso/fold_017_seed_2.npz,822e7c4fac5cc31e1b03e0d122137686f32a2c90e9e514dc8fbf52811acea849
1548,cremad__fno__loso__s2__f018,cremad,fno,loso,2,18,91,5488,1878,76,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b63e20ee69704d8fa281feb57b8d683f42dd22fbfd9b12d1e2122899686d0bf6,splits/inner/cremad/loso/fold_018_seed_2.npz,a128b5d41acb314e2afe4461ddd172f7cbf83c08d543e437c4cd1467de81fda0
1549,cremad__fno__loso__s2__f019,cremad,fno,loso,2,19,91,5474,1886,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,b7feb377974f16ca61d5bb95356c60cab412a458a71f9c28568ae289c21a3d49,splits/inner/cremad/loso/fold_019_seed_2.npz,b0e1298940290587f8598d7cfe717463e3c6c9edf7a9c1c45cf0dcb6ea1ac4ff
1550,cremad__fno__loso__s2__f020,cremad,fno,loso,2,20,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,9212a787130173ff2bacba858281e4c6757dd1968a9787b17f64c972a6d2bf5c,splits/inner/cremad/loso/fold_020_seed_2.npz,c53bc9f0acb9f11f5a5d8b3ad2525b7ef6d1dcb50d8925481b31dfb0049f8bed
1551,cremad__fno__loso__s2__f021,cremad,fno,loso,2,21,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,5c536325c3912d8c681de40382884cf5dafd6c56d5e9452befca0ad180b9cea5,splits/inner/cremad/loso/fold_021_seed_2.npz,af45d36096ce5cb8a74506a3a394ed6ba7481211e38d11917a98234910ab438f
1552,cremad__fno__loso__s2__f022,cremad,fno,loso,2,22,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,874171c6223d6c3b0ef7482af009215793feb46f1b8b9907ee0d92bb284ba462,splits/inner/cremad/loso/fold_022_seed_2.npz,9e7975743f2381d6ab61d4fbd003d57340b962d37ec68d82b5f688cc896adcb6
1553,cremad__fno__loso__s2__f023,cremad,fno,loso,2,23,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,28a004a6fd5785962a09c8c978265460328ee7572c4c7cc844194365b6faa6fe,splits/inner/cremad/loso/fold_023_seed_2.npz,cd5e151b91379ab94c4f1a9c6248abafadfacddedaed1a9b8a0634fcaba7a933
1554,cremad__fno__loso__s2__f024,cremad,fno,loso,2,24,91,5486,1874,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,9c61ed99413cb1039e7ae5b7d1a0d372c2b9215d5f8c44baab95b7104c84c2e6,splits/inner/cremad/loso/fold_024_seed_2.npz,f852fd125d0d72ec4b4a19b76fa7c79ba97935064004481ae17e0ec303293c5e
1555,cremad__fno__loso__s2__f025,cremad,fno,loso,2,25,91,5482,1878,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,d289267672698e856881159948befd525af0d00e4a0fc0bb65703b49a207dd59,splits/inner/cremad/loso/fold_025_seed_2.npz,4f0a5608c133b623bd63a068f2b9a380023e4ab961fbc7e80a9d1dacf7703ff9
1556,cremad__fno__loso__s2__f026,cremad,fno,loso,2,26,91,5482,1878,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,542f8992f0d37cafff9d5473145200ed237fd3c3c7062529543d5e7760d8f28b,splits/inner/cremad/loso/fold_026_seed_2.npz,66597fd051330fe09794c1087d12e1280a79df5e3f46ceb537d0fa79f82d2c43
1557,cremad__fno__loso__s2__f027,cremad,fno,loso,2,27,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,da2fb240ebe385b6bf311f1b8a6f89dc1394ed4d55021040694532bf5541405b,splits/inner/cremad/loso/fold_027_seed_2.npz,781afce18b562c275494e4b6a1c1bf51ac3dd2d3a590f0126563eef70481011b
1558,cremad__fno__loso__s2__f028,cremad,fno,loso,2,28,91,5475,1885,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,e2488c11fc721af35f13dbe41f681b0540f344115f72c2ed15e83b1f9c76e67b,splits/inner/cremad/loso/fold_028_seed_2.npz,97c3f0cb17b1f12f48d658e658df54224dd9387d25cd171ae259aff8f15672e1
1559,cremad__fno__loso__s2__f029,cremad,fno,loso,2,29,91,5481,1879,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,23d09869c029d8601836dea6240220418d15b34c6947f8c295d9bf803f12728e,splits/inner/cremad/loso/fold_029_seed_2.npz,df8ce9ed7c6606d8cb8521af553bd8afc2013bd60127284e538a1240e11e6821
1560,cremad__fno__loso__s2__f030,cremad,fno,loso,2,30,91,5480,1880,82,8b628265bcea9ed36ac96a0fffe753423a8c4d8c87befb5775a2ca36c673c9b8,c49136162c65e38a1f39a62e4de6878ec490a40947e02ab82f35da53c9e06fef,488ed223d2160ab93b678b91fd7af2eaf12b4b27d31ccaa8ba9cc402d5c0b01f,splits/inner/cremad/loso/fold_030_seed_2.npz,24a42c22fde3b8f4744d09000568ecce4897871b275a9397a920809bde6b1214
